doi,label,person
10.7717/peerj.12963,Not Neotoma,0000-0002-2700-4605
10.4085/1062-6050-0135.21,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.847671,Not Neotoma,0000-0002-2700-4605
10.1186/s13223-022-00692-0,Not Neotoma,0000-0002-2700-4605
10.3390/ijms23115959,Not Neotoma,0000-0002-2700-4605
10.5423/PPJ.OA.03.2022.0047,Not Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2022.e09512,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2020.0510,Not Neotoma,0000-0002-2700-4605
10.1016/j.molimm.2022.05.005,Not Neotoma,0000-0002-2700-4605
10.3390/plants11101380,Not Neotoma,0000-0002-2700-4605
10.3390/plants11101327,Not Neotoma,0000-0002-2700-4605
10.3390/ijms23105843,Not Neotoma,0000-0002-2700-4605
10.1016/j.ecoenv.2022.113648,Not Neotoma,0000-0002-2700-4605
10.1093/hr/uhac048,Not Neotoma,0000-0002-2700-4605
10.1002/ajb2.1865,Not Neotoma,0000-0002-2700-4605
10.3390/ijms23094987,Not Neotoma,0000-0002-2700-4605
10.3760/cma.j.cn115330-20210701-00416,Not Neotoma,0000-0002-2700-4605
10.1002/aps3.11463,Not Neotoma,0000-0002-2700-4605
10.1016/j.addr.2022.114293,Not Neotoma,0000-0002-2700-4605
10.1007/s11427-022-2094-6,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.842333,Not Neotoma,0000-0002-2700-4605
10.3390/antiox11040645,Not Neotoma,0000-0002-2700-4605
10.1002/ecy.3729,Not Neotoma,0000-0002-2700-4605
10.1002/smll.202200037,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.676176,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.705313,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.714724,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.680937,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.642788,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2022.0086,Not Neotoma,0000-0002-2700-4605
10.1159/000522525,Not Neotoma,0000-0002-2700-4605
10.1016/j.jplph.2022.153687,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.154882,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0282184,Not Neotoma,0000-0002-2700-4605
10.1002/1873-3468.14343,Not Neotoma,0000-0002-2700-4605
10.1002/clt2.12126,Not Neotoma,0000-0002-2700-4605
10.1007/s10528-022-10217-4,Not Neotoma,0000-0002-2700-4605
10.3389/fphar.2022.775219,Not Neotoma,0000-0002-2700-4605
10.1111/1462-2920.15981,Not Neotoma,0000-0002-2700-4605
10.1039/d1fo03019a,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.800768,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-022-28764-0,Not Neotoma,0000-0002-2700-4605
10.1007/s00425-022-03853-y,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2022.154370,Not Neotoma,0000-0002-2700-4605
10.1007/s00484-022-02267-5,Not Neotoma,0000-0002-2700-4605
10.1007/s00709-022-01750-5,Not Neotoma,0000-0002-2700-4605
10.1007/s10980-021-01361-0,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-022-19414-5,Not Neotoma,0000-0002-2700-4605
10.1016/j.dib.2022.107914,Not Neotoma,0000-0002-2700-4605
10.1007/s00299-022-02836-3,Not Neotoma,0000-0002-2700-4605
10.1111/plb.13398,Not Neotoma,0000-0002-2700-4605
10.1093/ee/nvab130,Not Neotoma,0000-0002-2700-4605
10.3389/fnut.2022.822033,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.8501,Not Neotoma,0000-0002-2700-4605
10.1111/all.15242,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.768584,Not Neotoma,0000-0002-2700-4605
10.1270/jsbbs.21016,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaci.2022.01.011,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2021.0014,Not Neotoma,0000-0002-2700-4605
10.3389/fnut.2021.761267,Not Neotoma,0000-0002-2700-4605
10.1002/clt2.12094,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koac007,Not Neotoma,0000-0002-2700-4605
10.1016/j.jinsphys.2022.104356,Not Neotoma,0000-0002-2700-4605
10.1007/s00122-021-04028-1,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaip.2021.12.023,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2021.152686,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-020-19922-3,Not Neotoma,0000-0002-2700-4605
10.15586/aei.v50i1.492,Not Neotoma,0000-0002-2700-4605
10.3390/nano11123355,Not Neotoma,0000-0002-2700-4605
10.1111/nph.17939,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.768347,Not Neotoma,0000-0002-2700-4605
10.1007/s10584-021-03125-w,Not Neotoma,0000-0002-2700-4605
10.29262/ram.v68i4.842,Not Neotoma,0000-0002-2700-4605
10.1159/000520670,Not Neotoma,0000-0002-2700-4605
10.1002/ppul.25782,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.770311,Not Neotoma,0000-0002-2700-4605
10.1055/a-1560-7520,Not Neotoma,0000-0002-2700-4605
10.2147/JAA.S334183,Not Neotoma,0000-0002-2700-4605
10.1002/jemt.24004,Not Neotoma,0000-0002-2700-4605
10.1093/jxb/erab516,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-77609-7,Not Neotoma,0000-0002-2700-4605
10.3923/pjbs.2021.1209.1216,Not Neotoma,0000-0002-2700-4605
10.3390/plants10112398,Not Neotoma,0000-0002-2700-4605
10.3390/genes12111797,Not Neotoma,0000-0002-2700-4605
10.3390/genes12111764,Not Neotoma,0000-0002-2700-4605
10.3390/insects12110979,Not Neotoma,0000-0002-2700-4605
10.11646/zootaxa.5027.3.5,Not Neotoma,0000-0002-2700-4605
10.1002/ecy.3595,Not Neotoma,0000-0002-2700-4605
10.1111/mec.16675,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-01611-w,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.11990,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.8140,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2108429118,Not Neotoma,0000-0002-2700-4605
10.1111/jipb.13180,Not Neotoma,0000-0002-2700-4605
10.1016/j.tplants.2021.09.002,Not Neotoma,0000-0002-2700-4605
10.1007/s10265-021-01352-x,Not Neotoma,0000-0002-2700-4605
10.1016/j.iac.2021.07.010,Not Neotoma,0000-0002-2700-4605
10.1111/tpj.15519,Not Neotoma,0000-0002-2700-4605
10.1016/j.sjbs.2021.06.049,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-021-02460-3,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2021.150578,Not Neotoma,0000-0002-2700-4605
10.1038/s41477-021-00992-0,Not Neotoma,0000-0002-2700-4605
10.1111/jeb.13936,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.7554/eLife.68911,Not Neotoma,0000-0002-2700-4605
10.1016/j.jprot.2021.104380,Not Neotoma,0000-0002-2700-4605
10.1016/j.jplph.2021.153506,Not Neotoma,0000-0002-2700-4605
10.1109/TBME.2021.3109384,Not Neotoma,0000-0002-2700-4605
10.1007/s00114-021-01752-y,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.180.66748,Not Neotoma,0000-0002-2700-4605
10.3390/plants10081594,Not Neotoma,0000-0002-2700-4605
10.3390/plants10081557,Not Neotoma,0000-0002-2700-4605
10.1002/clt2.12053,Not Neotoma,0000-0002-2700-4605
10.1007/s11103-021-01182-4,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-96311-w,Not Neotoma,0000-0002-2700-4605
10.1093/aobpla/plab046,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.709231,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.180.67624,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-95575-6,Not Neotoma,0000-0002-2700-4605
10.2174/1574887116666210806092038,Not Neotoma,0000-0002-2700-4605
10.3390/ijms22157916,Not Neotoma,0000-0002-2700-4605
10.1093/aob/mcab103,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2021148118,Not Neotoma,0000-0002-2700-4605
10.1093/jxb/erab366,Not Neotoma,0000-0002-2700-4605
10.1093/aobpla/plab038,Not Neotoma,0000-0002-2700-4605
10.1002/2211-5463.13257,Not Neotoma,0000-0002-2700-4605
10.1111/nph.17627,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2021.05.050,Not Neotoma,0000-0002-2700-4605
10.1016/j.anai.2021.07.012,Not Neotoma,0000-0002-2700-4605
10.1021/acs.est.1c01123,Not Neotoma,0000-0002-2700-4605
10.3791/62702,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.143091,Not Neotoma,0000-0002-2700-4605
10.1111/1755-0998.13468,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.7679,Not Neotoma,0000-0002-2700-4605
10.1016/j.jgg.2021.04.011,Not Neotoma,0000-0002-2700-4605
10.3760/cma.j.cn115330-20200929-00778,Not Neotoma,0000-0002-2700-4605
10.5415/apallergy.2020.10.e28,Not Neotoma,0000-0002-2700-4605
10.1155/2021/5554461,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-021-15179-5,Not Neotoma,0000-0002-2700-4605
10.3390/foods10061402,Not Neotoma,0000-0002-2700-4605
10.3390/foods10061282,Not Neotoma,0000-0002-2700-4605
10.1007/164_2021_495,Not Neotoma,0000-0002-2700-4605
10.1007/164_2021_479,Not Neotoma,0000-0002-2700-4605
10.1002/alr.22860,Not Neotoma,0000-0002-2700-4605
10.1111/pai.13584,Not Neotoma,0000-0002-2700-4605
10.1038/s41477-021-00951-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.alit.2021.05.006,Not Neotoma,0000-0002-2700-4605
10.2147/NSS.S297702,Not Neotoma,0000-0002-2700-4605
10.1080/07388551.2021.1924113,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-92494-4,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.687826,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koab164,Not Neotoma,0000-0002-2700-4605
10.1016/j.envres.2021.111484,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2021.147999,Not Neotoma,0000-0002-2700-4605
10.1126/science.abg1685,Not Neotoma,0000-0002-2700-4605
10.1093/plcell/koab135,Not Neotoma,0000-0002-2700-4605
10.1002/asia.202100386,Not Neotoma,0000-0002-2700-4605
10.1016/j.scijus.2020.12.002,Not Neotoma,0000-0002-2700-4605
10.1007/s40572-021-00313-9,Not Neotoma,0000-0002-2700-4605
10.1038/s43016-021-00282-0,Not Neotoma,0000-0002-2700-4605
10.3390/molecules26082350,Not Neotoma,0000-0002-2700-4605
10.3390/molecules26092415,Not Neotoma,0000-0002-2700-4605
10.1016/j.chemosphere.2021.130540,Not Neotoma,0000-0002-2700-4605
10.1007/s00484-021-02128-7,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2017317118,Not Neotoma,0000-0002-2700-4605
10.1007/s00442-021-04906-x,Not Neotoma,0000-0002-2700-4605
10.1111/nph.17391,Not Neotoma,0000-0002-2700-4605
10.1093/aobpla/plab007,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-87729-3,Not Neotoma,0000-0002-2700-4605
10.1186/s12864-021-07503-7,Not Neotoma,0000-0002-2700-4605
10.1038/s42003-021-01975-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.devcel.2021.03.015,Not Neotoma,0000-0002-2700-4605
10.3390/ijerph18073591,Not Neotoma,0000-0002-2700-4605
10.3390/ani11030886,Not Neotoma,0000-0002-2700-4605
10.3390/genes12030432,Not Neotoma,0000-0002-2700-4605
10.3390/insects12030228,Not Neotoma,0000-0002-2700-4605
10.1093/plphys/kiaa092,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-021-03387-5,Not Neotoma,0000-0002-2700-4605
10.1186/s12862-021-01781-1,Not Neotoma,0000-0002-2700-4605
10.1111/gcb.15621,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abd7658,Not Neotoma,0000-0002-2700-4605
10.1016/j.jaci.2021.03.019,Not Neotoma,0000-0002-2700-4605
10.1111/plb.13255,Not Neotoma,0000-0002-2700-4605
10.1016/j.ecoenv.2021.112143,Not Neotoma,0000-0002-2700-4605
10.34133/2021/4238701,Not Neotoma,0000-0002-2700-4605
10.1186/s12870-021-02911-z,Not Neotoma,0000-0002-2700-4605
10.1007/s13744-020-00846-y,Not Neotoma,0000-0002-2700-4605
10.19191/EP20.5-6.P405.017,Not Neotoma,0000-0002-2700-4605
10.1016/j.plantsci.2021.110824,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.645218,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2021.619154,Not Neotoma,0000-0002-2700-4605
10.3390/ijms22042135,Not Neotoma,0000-0002-2700-4605
10.1002/bab.2136,Not Neotoma,0000-0002-2700-4605
10.1111/ped.14424,Not Neotoma,0000-0002-2700-4605
10.1093/aobpla/plab001,Not Neotoma,0000-0002-2700-4605
10.3389/falgy.2021.627863,Not Neotoma,0000-0002-2700-4605
10.3389/fmicb.2021.622091,Not Neotoma,0000-0002-2700-4605
10.1270/jsbbs.20081,Not Neotoma,0000-0002-2700-4605
10.1186/s12870-021-02881-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0243993,Not Neotoma,0000-0002-2700-4605
10.1002/jemt.23701,Not Neotoma,0000-0002-2700-4605
10.1111/mec.15833,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.611877,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.603576,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.588700,Not Neotoma,0000-0002-2700-4605
10.3897/phytokeys.171.57277,Not Neotoma,0000-0002-2700-4605
10.1155/2021/9039726,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-80772-6,Not Neotoma,0000-0002-2700-4605
10.18502/ijaai.v19i5.4472,Not Neotoma,0000-0002-2700-4605
10.1021/acssynbio.0c00391,Not Neotoma,0000-0002-2700-4605
10.1002/iid3.405,Not Neotoma,0000-0002-2700-4605
10.1186/s12284-020-00451-y,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2020.2009,Not Neotoma,0000-0002-2700-4605
10.3390/ani11010069,Not Neotoma,0000-0002-2700-4605
10.1016/j.ecoenv.2020.111680,Not Neotoma,0000-0002-2700-4605
10.1016/j.envpol.2020.115790,Not Neotoma,0000-0002-2700-4605
10.1097/JU.0000000000001482,Not Neotoma,0000-0002-2700-4605
10.3389/fimmu.2020.559746,Not Neotoma,0000-0002-2700-4605
10.1093/plphys/kiad274,Not Neotoma,0000-0002-2700-4605
10.1016/j.plaphy.2020.11.052,Not Neotoma,0000-0002-2700-4605
10.1016/j.waojou.2020.100483,Not Neotoma,0000-0002-2700-4605
10.1016/j.cryobiol.2020.11.017,Not Neotoma,0000-0002-2700-4605
10.3390/plants9121685,Not Neotoma,0000-0002-2700-4605
10.1016/j.anai.2020.11.011,Not Neotoma,0000-0002-2700-4605
10.1016/j.dib.2020.106489,Not Neotoma,0000-0002-2700-4605
10.1002/advs.202002259,Not Neotoma,0000-0002-2700-4605
10.5114/ada.2019.84231,Not Neotoma,0000-0002-2700-4605
10.1016/j.iac.2020.09.004,Not Neotoma,0000-0002-2700-4605
10.1016/j.iac.2020.09.009,Not Neotoma,0000-0002-2700-4605
10.1016/j.iac.2020.09.007,Not Neotoma,0000-0002-2700-4605
10.1016/j.iac.2020.09.006,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.589712,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.582877,Not Neotoma,0000-0002-2700-4605
10.1111/pce.13949,Not Neotoma,0000-0002-2700-4605
10.1002/eap.2259,Not Neotoma,0000-0002-2700-4605
10.1007/s00484-020-02045-1,Not Neotoma,0000-0002-2700-4605
10.3390/insects11110769,Not Neotoma,0000-0002-2700-4605
10.1111/tpj.15070,Not Neotoma,0000-0002-2700-4605
10.1186/s12870-020-02634-7,Not Neotoma,0000-0002-2700-4605
10.1111/cea.13775,Not Neotoma,0000-0002-2700-4605
10.1007/s10493-020-00562-7,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0239620,Not Neotoma,0000-0002-2700-4605
10.1080/02770903.2020.1838539,Not Neotoma,0000-0002-2700-4605
10.1128/AEM.01850-20,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-75045-1,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodchem.2020.128350,Not Neotoma,0000-0002-2700-4605
10.1111/ppl.13248,Not Neotoma,0000-0002-2700-4605
10.1007/s10653-020-00752-7,Not Neotoma,0000-0002-2700-4605
10.3390/insects11100692,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0239968,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2011084117,Not Neotoma,0000-0002-2700-4605
10.1007/s00425-020-03472-5,Not Neotoma,0000-0002-2700-4605
10.1186/s13223-020-00483-5,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0239726,Not Neotoma,0000-0002-2700-4605
10.1111/ele.13609,Not Neotoma,0000-0002-2700-4605
10.1186/s13007-020-00668-4,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0238916,Not Neotoma,0000-0002-2700-4605
10.3390/plants9091194,Not Neotoma,0000-0002-2700-4605
10.1111/plb.13180,Not Neotoma,0000-0002-2700-4605
10.1111/gcb.15303,Not Neotoma,0000-0002-2700-4605
10.1186/s12906-020-03069-1,Not Neotoma,0000-0002-2700-4605
10.1111/all.14587,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-020-02500-4,Not Neotoma,0000-0002-2700-4605
10.3390/insects11090572,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.01231,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.01207,Not Neotoma,0000-0002-2700-4605
10.1186/s13223-020-00455-9,Not Neotoma,0000-0002-2700-4605
10.1186/s13223-020-00447-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.revpalbo.2020.104278,Not Neotoma,0000-0002-2700-4605
10.1186/s12915-020-00829-w,Not Neotoma,0000-0002-2700-4605
10.1111/all.14566,Not Neotoma,0000-0002-2700-4605
10.1007/978-1-0716-0783-1_33,Not Neotoma,0000-0002-2700-4605
10.1016/j.foodchem.2020.127758,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0237625,Not Neotoma,0000-0002-2700-4605
10.1111/all.14538,Not Neotoma,0000-0002-2700-4605
10.1007/s00425-020-03435-w,Not Neotoma,0000-0002-2700-4605
10.18176/jiaci.0542,Not Neotoma,0000-0002-2700-4605
10.3390/foods9080981,Not Neotoma,0000-0002-2700-4605
10.1186/s13052-020-00870-z,Not Neotoma,0000-0002-2700-4605
10.1002/ajb2.1505,Not Neotoma,0000-0002-2700-4605
10.1007/s11033-020-05663-5,Not Neotoma,0000-0002-2700-4605
10.1007/s10661-020-08497-7,Not Neotoma,0000-0002-2700-4605
10.1002/2211-5463.12936,Not Neotoma,0000-0002-2700-4605
10.1007/s00122-020-03654-5,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2020.00954,Not Neotoma,0000-0002-2700-4605
10.1104/pp.20.00297,Not Neotoma,0000-0002-2700-4605
10.3390/toxins12070441,Not Neotoma,0000-0002-2700-4605
10.1029/2020GH000270,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0216190,Not Neotoma,0000-0002-2700-4605
10.1002/marc.202000155,Not Neotoma,0000-0002-2700-4605
10.1186/s12948-020-00126-5,Not Neotoma,0000-0002-2700-4605
10.1016/j.mcp.2020.101627,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-020-09882-y,Not Neotoma,0000-0002-2700-4605
10.1002/cbin.11415,Not Neotoma,0000-0002-2700-4605
10.1111/all.14476,Not Neotoma,0000-0002-2700-4605
10.1007/s10886-020-01192-4,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1007/978-1-0716-0672-8_19,Not Neotoma,0000-0002-2700-4605
10.1017/S0007485320000310,Not Neotoma,0000-0002-2700-4605
10.3390/ijms21114000,Not Neotoma,0000-0002-2700-4605
10.1099/ijsem.0.004249,Not Neotoma,0000-0002-2700-4605
10.3389/fpubh.2023.1156097,Not Neotoma,0000-0002-2700-4605
10.1097/MNH.0000000000000880,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0269209,Not Neotoma,0000-0002-2700-4605
10.3390/ijerph20054514,Not Neotoma,0000-0002-2700-4605
10.1007/s00240-023-01417-7,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.33539,Not Neotoma,0000-0002-2700-4605
10.3171/2022.11.FOCUS22622,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1177/17562872221141775,Not Neotoma,0000-0002-2700-4605
10.1016/j.oret.2022.11.014,Not Neotoma,0000-0002-2700-4605
10.1016/j.urology.2022.11.019,Not Neotoma,0000-0002-2700-4605
10.1016/j.urology.2022.11.004,Not Neotoma,0000-0002-2700-4605
10.1097/PAS.0000000000001986,Not Neotoma,0000-0002-2700-4605
10.1002/jum.16117,Not Neotoma,0000-0002-2700-4605
10.3390/jcm11195710,Not Neotoma,0000-0002-2700-4605
10.3390/ani12192551,Not Neotoma,0000-0002-2700-4605
10.1007/s00345-022-04173-2,Not Neotoma,0000-0002-2700-4605
10.5811/westjem.2022.4.54872,Not Neotoma,0000-0002-2700-4605
10.3389/fped.2022.998106,Not Neotoma,0000-0002-2700-4605
10.4253/wjge.v14.i7.424,Not Neotoma,0000-0002-2700-4605
10.1186/s12913-022-08475-4,Not Neotoma,0000-0002-2700-4605
10.1007/s00464-022-09540-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.jpurol.2022.07.028,Not Neotoma,0000-0002-2700-4605
10.1016/S0140-6736(22)01109-6,Not Neotoma,0000-0002-2700-4605
10.5223/pghn.2022.25.4.332,Not Neotoma,0000-0002-2700-4605
10.1097/MD.0000000000029622,Not Neotoma,0000-0002-2700-4605
10.1097/MPA.0000000000002062,Not Neotoma,0000-0002-2700-4605
10.1098/rsos.211904,Not Neotoma,0000-0002-2700-4605
10.12688/wellcomeopenres.17544.3,Not Neotoma,0000-0002-2700-4605
10.1542/hpeds.2021-006369,Not Neotoma,0000-0002-2700-4605
10.1093/geroni/igac027,Not Neotoma,0000-0002-2700-4605
10.2169/internalmedicine.9038-21,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-022-29923-z,Not Neotoma,0000-0002-2700-4605
10.3390/biology11030428,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1111/bju.15728,Not Neotoma,0000-0002-2700-4605
10.1016/j.jcin.2021.11.026,Not Neotoma,0000-0002-2700-4605
10.1109/TAI.2021.3073088,Not Neotoma,0000-0002-2700-4605
10.1016/j.livres.2021.10.001,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2108001119,Not Neotoma,0000-0002-2700-4605
10.1159/000521171,Not Neotoma,0000-0002-2700-4605
10.1097/MD.0000000000028687,Not Neotoma,0000-0002-2700-4605
10.1007/s11356-021-18410-5,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-05140-y,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.103102,Not Neotoma,0000-0002-2700-4605
10.1186/s12894-021-00927-z,Not Neotoma,0000-0002-2700-4605
10.3892/etm.2021.10949,Not Neotoma,0000-0002-2700-4605
10.1097/j.pain.0000000000002288,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.18290,Not Neotoma,0000-0002-2700-4605
10.3390/medicina57101100,Not Neotoma,0000-0002-2700-4605
10.1037/pag0000628,Not Neotoma,0000-0002-2700-4605
10.4103/UA.UA_51_20,Not Neotoma,0000-0002-2700-4605
10.1002/ece3.7833,Not Neotoma,0000-0002-2700-4605
10.1097/HJH.0000000000002937,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.103028,Not Neotoma,0000-0002-2700-4605
10.1007/s11255-021-02933-4,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0251338,Not Neotoma,0000-0002-2700-4605
10.1186/s12882-021-02417-8,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.103000,Not Neotoma,0000-0002-2700-4605
10.1093/sleep/zsab119,Not Neotoma,0000-0002-2700-4605
10.1007/s10633-021-09836-w,Not Neotoma,0000-0002-2700-4605
10.1053/j.ajkd.2021.01.008,Not Neotoma,0000-0002-2700-4605
10.1113/EP089360,Not Neotoma,0000-0002-2700-4605
10.1016/j.euf.2021.03.010,Not Neotoma,0000-0002-2700-4605
10.7759/cureus.13271,Not Neotoma,0000-0002-2700-4605
10.1152/ajpheart.00016.2021,Not Neotoma,0000-0002-2700-4605
10.1186/s13063-021-05140-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.ajem.2021.02.049,Not Neotoma,0000-0002-2700-4605
10.2169/internalmedicine.6478-20,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24236,Not Neotoma,0000-0002-2700-4605
10.21037/tau-20-909,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1177/0300060520979875,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102908,Not Neotoma,0000-0002-2700-4605
10.1093/hmg/ddaa274,Not Neotoma,0000-0002-2700-4605
10.1007/s10103-020-03201-0,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-020-00704-x,Not Neotoma,0000-0002-2700-4605
10.1097/SCS.0000000000007216,Not Neotoma,0000-0002-2700-4605
10.4166/kjg.2020.76.3.102,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.12809/hkmj208725,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0237528,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.141454,Not Neotoma,0000-0002-2700-4605
10.1186/s12884-020-03160-y,Not Neotoma,0000-0002-2700-4605
10.1111/epi.16641,Not Neotoma,0000-0002-2700-4605
10.1007/s10554-020-01960-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102849,Not Neotoma,0000-0002-2700-4605
10.1007/s00417-020-04849-8,Not Neotoma,0000-0002-2700-4605
10.1016/j.jvs.2020.06.109,Not Neotoma,0000-0002-2700-4605
10.2337/dci19-0036,Not Neotoma,0000-0002-2700-4605
10.1001/jamasurg.2020.1501,Not Neotoma,0000-0002-2700-4605
10.3390/jcm9061693,Not Neotoma,0000-0002-2700-4605
10.1089/end.2020.0148,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0232682,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102785,Not Neotoma,0000-0002-2700-4605
10.1016/j.jamcollsurg.2020.04.015,Not Neotoma,0000-0002-2700-4605
10.1016/j.chest.2020.03.053,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-63250-x,Not Neotoma,0000-0002-2700-4605
10.1155/2020/6842479,Not Neotoma,0000-0002-2700-4605
10.1007/s11845-020-02221-7,Not Neotoma,0000-0002-2700-4605
10.1002/14651858.CD013251.pub2,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1921037117,Not Neotoma,0000-0002-2700-4605
10.1038/s41431-020-0584-1,Not Neotoma,0000-0002-2700-4605
